update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7240,14827520,122.96205612560617,13438,0.9552238805970149,0.20681203672464207,0.0,1.0,0.07231408658500399,0.2650592576362264,32.223880597014926,20.046826447410787,1.0,76.0,0.6541005969047546,0.38741080462932587,0.018180378014221787,0.015593865420669317,0.17302339918812748,0.9552238805970149,0.20681203672464207,0.0,1.0
7245,14837760,107.74290420713658,13527,0.9848484848484849,0.12215542042876588,0.0,1.0,0.06781369279603076,0.25768323102955526,30.545454545454547,17.030437829726406,2.0,76.0,0.665279932320118,0.3992769718170166,-0.002107452164636925,0.01672707952093333,0.14222657544276335,0.9848484848484849,0.12215542042876588,0.0,1.0
7250,14848000,109.10415284940112,13614,1.0,0.0,1.0,1.0,0.048653610229045095,0.21785274662601886,32.28787878787879,16.205839904664327,2.0,74.0,0.6028651148080826,0.4186401925981045,0.01887139503378421,0.012323580915108323,0.13781456905131764,1.0,0.0,1.0,1.0
7255,14858240,122.43048617003153,13700,0.9846153846153847,0.12307692307692307,0.0,1.0,0.06505017315504401,0.2715175156152323,31.615384615384617,19.444352399519158,3.0,76.0,0.643559955060482,0.39923902601003647,-0.0013795250561088324,0.014007397461682558,0.14652296374746437,0.9846153846153847,0.12307692307692307,0.0,1.0
7260,14868480,119.00113801419307,13782,1.0,0.0,1.0,1.0,0.08798875112084206,0.28448799429838423,30.253521126760564,18.448037652700876,1.0,71.0,0.6423593237996101,0.41592395305633545,-0.001420380809577182,0.012672732351347804,0.11524655214591593,1.0,0.0,1.0,1.0
7265,14878720,129.59999903440476,13867,0.9705882352941176,0.16895772489817729,0.0,1.0,0.0623632101995244,0.26908192393208685,30.102941176470587,18.112507626663724,2.0,76.0,0.6328916400671005,0.4081931747496128,0.01699648695648648,0.01388442050665617,0.14054448638607267,0.9705882352941176,0.16895772489817729,0.0,1.0
7270,14888960,124.29866177363212,13949,0.9473684210526315,0.22329687826943606,0.0,1.0,0.056231530628717816,0.23826561272604194,34.526315789473685,20.64410647232347,2.0,76.0,0.7205855399370193,0.338730338960886,0.001575977192260325,0.01676716993097216,0.16750395019419112,0.9473684210526315,0.22329687826943606,0.0,1.0
7275,14899200,134.53482658626382,14030,0.9876543209876543,0.11042310999998964,0.0,1.0,0.08728290587688739,0.3143061328514844,26.45679012345679,16.65114045900705,1.0,76.0,0.5897987857460976,0.44756756350398064,-0.01531027676537633,0.014680011663585901,0.11478879191187098,0.9876543209876543,0.11042310999998964,0.0,1.0
7280,14909440,108.87652879210394,14113,0.9565217391304348,0.20393111999232302,0.0,1.0,0.08531980689484445,0.2948725599462475,29.52173913043478,19.10657273330585,1.0,76.0,0.6365809589624405,0.38713227957487106,0.0016335197433363646,0.013158446410670877,0.0916260348481707,0.9565217391304348,0.20393111999232302,0.0,1.0
7285,14919680,120.40941688990004,14197,0.9838709677419355,0.12597176896623638,0.0,1.0,0.04269038658266014,0.22043419408538042,31.161290322580644,15.089190264927957,7.0,76.0,0.5885734707117081,0.40158769115805626,0.00310668908059597,0.01652272150386125,0.1517365623389261,0.9838709677419355,0.12597176896623638,0.0,1.0
7290,14929920,119.98834067628458,14278,0.984375,0.12401959270615269,0.0,1.0,0.06581765654485944,0.2539122828757011,31.34375,17.808195751886263,2.0,76.0,0.5916977450251579,0.397622250020504,0.013094203342916444,0.013527935137972236,0.11162358980706766,0.984375,0.12401959270615269,0.0,1.0
7295,14940160,132.93764647627128,14358,0.9714285714285714,0.1665986255670086,0.0,1.0,0.06193446737405666,0.27085159182324176,29.385714285714286,16.86186979730375,2.0,76.0,0.6367326155304909,0.4159393832087517,-0.011627499363385141,0.016056458931416273,0.1539307430452716,0.9714285714285714,0.1665986255670086,0.0,1.0
7300,14950400,109.86733452871779,14449,0.9545454545454546,0.20829889522526543,0.0,1.0,0.06466222328728585,0.2598461470595935,31.62121212121212,19.142816637939998,2.0,76.0,0.6392132416367531,0.3907904550433159,0.00010559576912783086,0.013912924681790173,0.11482503560168253,0.9545454545454546,0.20829889522526543,0.0,1.0
7305,14960640,115.80100565918028,14530,0.9859154929577465,0.11783944035691203,0.0,1.0,0.07639303952119858,0.31540721466829374,27.028169014084508,17.320485169493534,2.0,76.0,0.6274876892566681,0.4077196903526783,-0.002312992059160024,0.01692143129184842,0.14275770879486205,0.9859154929577465,0.11783944035691203,0.0,1.0
7310,14970880,105.98948280193413,14614,0.9859154929577465,0.11783944035691203,0.0,1.0,0.1062709725157615,0.31544514390096756,28.338028169014084,19.250713293513716,1.0,76.0,0.6413712650537491,0.38845331594347954,0.0020243205362930894,0.014907057513482869,0.14416357677300215,0.9859154929577465,0.11783944035691203,0.0,1.0
7315,14981120,142.4515098499087,14694,1.0,0.0,1.0,1.0,0.0755614217510872,0.26579283891889244,30.115942028985508,16.32952002088798,1.0,69.0,0.5563235133886337,0.4241078123450279,-0.0035158280188625213,0.013810982694849372,0.1467067873117336,1.0,0.0,1.0,1.0
7320,14991360,124.03427917723957,14781,1.0,0.0,1.0,1.0,0.07438070506367368,0.2701548487459094,30.73134328358209,19.22885121610523,2.0,74.0,0.5840805098414421,0.39674244076013565,-0.003646093711722642,0.013809854863211513,0.14787353269691073,1.0,0.0,1.0,1.0
7325,15001600,120.3482503066522,14863,0.9710144927536232,0.1677657522143511,0.0,1.0,0.058877873647144925,0.27506553797198424,30.27536231884058,18.86249561459867,4.0,76.0,0.6345576569437981,0.3929484412074089,-0.006339944957289845,0.01308416691608727,0.11640892911826195,0.9710144927536232,0.1677657522143511,0.0,1.0
7330,15011840,112.66439985217374,14950,0.9848484848484849,0.12215542042876588,0.0,1.0,0.07699471028429997,0.28172858347018187,31.484848484848484,19.909067847410657,2.0,76.0,0.7018516659736633,0.38729624450206757,-0.005465264577651396,0.014899920672178268,0.15933984949405133,0.9848484848484849,0.12215542042876588,0.0,1.0
7335,15022080,112.59809944233892,15035,0.9710144927536232,0.1677657522143511,0.0,1.0,0.0629934965309946,0.27811802023075044,29.884057971014492,18.34021180466893,2.0,76.0,0.6591534316539764,0.39563488587737083,-0.01330100221093744,0.014545401325449347,0.11552263290035283,0.9710144927536232,0.1677657522143511,0.0,1.0
