update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8400,17203200,548.1500587207829,30412,0.961038961038961,0.19350213539936806,0.0,1.0,0.0900244589308967,0.3322057003054598,26.818181818181817,18.88222366990151,1.0,76.0,0.6918032467365265,0.4236796908080578,0.0005284427315928042,0.012500404263846576,0.08685482523576588,0.961038961038961,0.19350213539936806,0.0,1.0
8405,17213440,579.6404819676454,30431,0.9420289855072463,0.23368863038546522,0.0,1.0,0.07307154775442556,0.28471162919475534,30.014492753623188,19.125438521920085,2.0,76.0,0.7593312710523605,0.3721860684454441,-0.012339502049144357,0.011758110718801618,0.08792965014112847,0.9420289855072463,0.23368863038546522,0.0,1.0
8410,17223680,538.4516377422746,30450,0.961038961038961,0.19350213539936806,0.0,1.0,0.08571375315290519,0.29767800360275526,27.896103896103895,17.680853549050504,1.0,76.0,0.7055570781230927,0.41725631430745125,-0.011700638046022505,0.009927101782523096,0.09785490678663578,0.961038961038961,0.19350213539936806,0.0,1.0
8415,17233920,556.4613422260722,30468,0.9722222222222222,0.16433554953054488,0.0,1.0,0.07854641573702474,0.3212711377634904,27.23611111111111,18.563324845538517,2.0,76.0,0.6984474211931229,0.417856190353632,0.011320572288241237,0.009201975888572633,0.08987962627106075,0.9722222222222222,0.16433554953054488,0.0,1.0
8420,17244160,573.8394421089127,30487,0.9452054794520548,0.22757873597035824,0.0,1.0,0.07781871717625286,0.28722828327928174,29.123287671232877,18.944001982396067,1.0,76.0,0.7417152002453804,0.4073055014014244,0.005701889720512554,0.011490726727060974,0.09165879563386722,0.9452054794520548,0.22757873597035824,0.0,1.0
8425,17254400,558.6321480096416,30506,1.0,0.0,1.0,1.0,0.06111896526700879,0.28193281668058884,27.102564102564102,14.627502848375185,3.0,71.0,0.6914553642272949,0.4489739462733269,-0.0049911207461263984,0.00707291264552623,0.07103408359666802,1.0,0.0,1.0,1.0
8430,17264640,544.2210940688573,30525,0.9859154929577465,0.11783944035691203,0.0,1.0,0.08654052577281998,0.29790548720561366,28.859154929577464,18.636096864099777,1.0,76.0,0.692026823759079,0.4175097569823265,-0.013243400782812387,0.01051816379185766,0.08155468983504333,0.9859154929577465,0.11783944035691203,0.0,1.0
8435,17274880,544.7666232456669,30543,1.0,0.0,1.0,1.0,0.12723773016627016,0.365675194728207,24.1375,17.011572347963604,1.0,76.0,0.6501080840826035,0.4387352019548416,-0.0011509061441756785,0.007920210191514343,0.07555252605053761,1.0,0.0,1.0,1.0
8440,17285120,557.9338566000343,30561,0.9880952380952381,0.10845754260886069,0.0,1.0,0.07826313924595911,0.3315387954375855,24.511904761904763,15.523019809010414,2.0,76.0,0.6116584464907646,0.4610023684799671,0.0003932560794055462,0.009167460375465453,0.0761623569472705,0.9880952380952381,0.10845754260886069,0.0,1.0
8445,17295360,563.1231870523948,30580,0.971830985915493,0.16545549471085536,0.0,1.0,0.08181220426729809,0.3094937281152309,27.718309859154928,18.081336653344877,1.0,76.0,0.6981568038463593,0.4228004477918148,0.015614810632541776,0.00941237318329513,0.09245738902652945,0.971830985915493,0.16545549471085536,0.0,1.0
8450,17305600,547.2254085763169,30599,1.0,0.0,1.0,1.0,0.0775595858090048,0.3142650240753987,24.7875,13.350743190923867,1.0,54.0,0.6199539452791214,0.4644429199397564,0.010544658340222668,0.008306253817863762,0.07299572762555769,1.0,0.0,1.0,1.0
8455,17315840,552.9749954261731,30618,0.9859154929577465,0.11783944035691203,0.0,1.0,0.06810168099396904,0.2871216101937681,27.788732394366196,16.226317948561956,2.0,76.0,0.6675030887126923,0.4269687086343765,0.01091542316135019,0.008856595144607127,0.0815566096028392,0.9859154929577465,0.11783944035691203,0.0,1.0
8460,17326080,567.8264312590633,30636,0.9873417721518988,0.11179444134592212,0.0,1.0,0.08911713038206132,0.34311958863773123,25.075949367088608,16.725461641960045,1.0,76.0,0.641203798353672,0.44486845657229424,0.002352167299250141,0.009590769070200622,0.07983090896426875,0.9873417721518988,0.11179444134592212,0.0,1.0
8465,17336320,580.1737773504376,30655,0.9714285714285714,0.1665986255670086,0.0,1.0,0.05605539044618179,0.2635449595170697,29.47142857142857,17.387780133162018,2.0,76.0,0.7043482512235641,0.43378470093011856,0.023571343626827,0.009879550081677735,0.08664952032020529,0.9714285714285714,0.1665986255670086,0.0,1.0
8470,17346560,568.6215299093892,30673,0.987012987012987,0.11321815437767985,0.0,1.0,0.06536824404175595,0.3079932264711323,25.92207792207792,15.268817416310585,3.0,76.0,0.6419653668999672,0.43070899695158005,-0.019461512682028115,0.007722850132267922,0.06778261087024876,0.987012987012987,0.11321815437767985,0.0,1.0
8475,17356800,538.4101930914113,30692,1.0,0.0,1.0,1.0,0.08844288226692701,0.30335603942456413,27.626666666666665,17.14002981975884,1.0,67.0,0.6611183062195778,0.4247972071170807,-0.0044464591483119875,0.00811611779499799,0.08193500210150155,1.0,0.0,1.0,1.0
8480,17367040,547.4695460257456,30711,0.972972972972973,0.16216216216216217,0.0,1.0,0.0793945180989478,0.29919729400089173,28.39189189189189,19.035399148561854,1.0,76.0,0.6643749251961708,0.4178645797073841,0.018461091327480972,0.010959234787151217,0.107821157097546,0.972972972972973,0.16216216216216217,0.0,1.0
8485,17377280,527.8154138635861,30731,0.96,0.19595917942265423,0.0,1.0,0.07362576806877388,0.3085272680276672,28.546666666666667,19.168928562186835,2.0,76.0,0.6963776871562004,0.4137553758919239,0.022929645609110594,0.008536500041373074,0.08762955925770588,0.96,0.19595917942265423,0.0,1.0
8490,17387520,581.1060481964503,30749,0.974025974025974,0.1590577755054012,0.0,1.0,0.06353156957578585,0.29534841141122975,26.883116883116884,16.063165920077793,3.0,76.0,0.6300366818904877,0.46588796749711037,0.0151631964254193,0.008899810491129756,0.11137933824951894,0.974025974025974,0.1590577755054012,0.0,1.0
8495,17397760,550.425730439409,30768,1.0,0.0,1.0,1.0,0.08177069505086813,0.34538438706830743,23.928571428571427,15.459459821066961,2.0,71.0,0.6591502875089645,0.44968869909644127,-0.004691822454333305,0.008415070304181427,0.06810529803821541,1.0,0.0,1.0,1.0
